gene,value
STRIP2,1239
STRIT1,15
STRN,10496
STRN3,4453
STRN4,28962
STS,1935
STT3A,15996
STT3B,26383
STUB1,16022
STUM,383
STX10,8250
STX11,4458
STX12,10364
STX16,12494
STX16-NPEPL1,495
STX17,8902
STX18,5882
STX19,528
STX1A,1179
STX1B,624
STX2,1911
STX3,5270
STX4,14493
STX5,8999
STX6,9749
STX7,11189
STX8,3239
STXBP1,4966
STXBP2,9883
STXBP3,6033
STXBP4,1533
STXBP5,5868
STXBP5L,4
STXBP6,2471
STYK1,1798
STYX,5176
STYXL1,3184
STYXL2,15
SUB1,28141
SUCLA2,6312
SUCLG1,11606
SUCLG2,11594
SUCNR1,786
SUCO,7922
SUDS3,11257
SUFU,5310
SUGCT,601
SUGP1,7748
SUGP2,21033
SUGT1,6288
SULF1,5792
SULF2,26640
SULT1A1,2155
SULT1A2,43
SULT1A3,128
SULT1A4,22
SULT1B1,4562
SULT1C2,920
SULT1C3,0
SULT1C4,374
SULT1E1,1437
SULT2A1,0
SULT2B1,16251
SULT4A1,14
SULT6B1,0
SUMF1,6347
SUMF2,20156
SUMO1,12711
SUMO2,21023
SUMO3,20084
SUMO4,15
SUN1,22208
SUN2,44419
SUN3,6
SUN5,0
SUOX,4672
SUPT16H,29307
SUPT20H,7473
SUPT20HL1,2
SUPT20HL2,0
SUPT3H,862
SUPT4H1,254
SUPT5H,38538
SUPT6H,35321
SUPT7L,7247
SUPV3L1,5590
SURF1,6570
SURF2,4203
SURF4,41297
SURF6,11749
SUSD1,2018
SUSD2,827
SUSD3,2564
SUSD4,11598
SUSD5,1164
SUSD6,31282
SUV39H1,2946
SUV39H2,1725
SUZ12,9423
SV2A,680
SV2B,3043
SV2C,62
SVBP,2738
SVEP1,2823
SVIL,36039
SVIP,4694
SVOP,54
SVOPL,48
SWAP70,12518
SWI5,2612
SWSAP1,755
SWT1,1172
SYAP1,8354
SYBU,2188
SYCE1,3406
SYCE1L,616
SYCE2,123
SYCE3,86
SYCN,0
SYCP1,84
SYCP2,6273
SYCP2L,322
SYCP3,25
SYDE1,1657
SYDE2,426
SYF2,9920
SYK,31003
SYMPK,29445
SYN1,114
SYN2,384
SYN3,21
SYNC,440
SYNCRIP,11807
SYNDIG1,571
SYNDIG1L,27
SYNE1,15432
SYNE2,54339
SYNE3,6604
SYNE4,435
SYNGAP1,6879
SYNGR1,3957
SYNGR2,53055
SYNGR3,2866
SYNGR4,24
SYNJ1,3524
SYNJ2,4144
SYNJ2BP,6155
SYNJ2BP-COX16,6
SYNM,4295
SYNPO,14792
SYNPO2,7256
SYNPO2L,501
SYNPR,1
SYNRG,17311
SYP,811
SYPL1,30656
SYPL2,99
SYS1,5844
SYS1-DBNDD2,3
SYT1,801
SYT10,2
SYT11,4652
SYT12,143
SYT13,4
SYT14,31
SYT15,336
SYT16,19
SYT17,1223
SYT2,54
SYT3,178
SYT4,0
SYT5,78
SYT6,2
SYT7,1032
SYT8,2799
SYT9,23
SYTL1,22577
SYTL2,2566
SYTL3,4256
SYTL4,1725
SYTL5,567
SYVN1,23985
SZRD1,36650
SZT2,19705
TAAR1,0
TAAR2,0
TAAR5,0
TAAR6,0
TAAR8,0
TAAR9,0
TAB1,6053
TAB2,13998
TAB3,10561
TAC1,0
TAC3,36
TAC4,1
TACC1,26170
TACC2,16107
TACC3,13454
TACO1,755
TACR1,1171
TACR2,154
TACR3,1
TACSTD2,171013
TADA1,2425
TADA2A,4250
TADA2B,7126
TADA3,15231
TAF1,13714
TAF10,1053
TAF11,7409
TAF11L10,0
TAF11L11,1
TAF11L12,1
TAF11L13,0
TAF11L14,0
TAF11L2,0
TAF11L3,0
TAF11L4,0
TAF11L5,0
TAF11L6,0
TAF11L7,0
TAF11L8,0
TAF11L9,0
TAF12,4703
TAF13,5151
TAF15,46380
TAF1A,986
TAF1B,1549
TAF1C,13274
TAF1D,9562
TAF1L,303
TAF2,11913
TAF3,3154
TAF4,5272
TAF4B,4182
TAF5,1253
TAF5L,5973
TAF6,8953
TAF6L,4104
TAF7,22189
TAF7L,942
TAF8,7089
TAF9,7736
TAF9B,3777
TAFA1,24
TAFA2,173
TAFA3,41
TAFA4,16
TAFA5,293
TAFAZZIN,6997
TAGAP,10324
TAGLN,8980
TAGLN2,74008
TAGLN3,4
TAL1,456
TAL2,37
TALDO1,34164
TAMALIN,3002
TAMM41,2037
TANC1,13179
TANC2,5540
TANGO2,4520
TANGO6,2492
TANK,9531
TAOK1,17889
TAOK2,18583
TAOK3,9712
TAP1,75407
TAP2,15488
TAPBP,69695
TAPBPL,8422
TAPT1,3572
TARBP1,10123
TARBP2,5245
TARDBP,31251
TARM1,0
TARS1,17053
TARS2,6746
TARS3,2784
TAS1R1,46
TAS1R2,1
TAS1R3,1215
TAS2R1,0
TAS2R10,15
TAS2R13,5
TAS2R14,155
TAS2R16,0
TAS2R19,55
TAS2R20,226
TAS2R3,31
TAS2R30,34
TAS2R31,74
TAS2R38,0
TAS2R39,0
TAS2R4,238
TAS2R40,0
TAS2R41,3
TAS2R42,0
TAS2R43,9
TAS2R46,12
TAS2R5,103
TAS2R50,20
TAS2R60,42
TAS2R7,4
TAS2R8,5
TAS2R9,0
TASL,1274
TASOR,17935
TASOR2,14285
TASP1,2393
TAT,1
TATDN1,3440
TATDN2,5335
TATDN3,2298
TAX1BP1,28230
TAX1BP3,416
TBATA,1
TBC1D1,8633
TBC1D10A,5047
TBC1D10B,11470
TBC1D10C,18391
TBC1D12,1754
TBC1D13,7615
TBC1D14,21199
TBC1D15,8229
TBC1D16,9419
TBC1D17,17047
TBC1D19,709
TBC1D2,11295
TBC1D20,14700
TBC1D21,0
TBC1D22A,9463
TBC1D22B,5064
TBC1D23,7066
TBC1D24,3406
TBC1D25,3631
TBC1D26,0
TBC1D28,1
TBC1D2B,17473
TBC1D3,4
TBC1D30,95
TBC1D31,2639
TBC1D32,965
TBC1D3B,6
TBC1D3C,15
TBC1D3D,0
TBC1D3E,2
TBC1D3F,57
TBC1D3G,18
TBC1D3H,5
TBC1D3I,4
TBC1D3K,2
TBC1D3L,3
TBC1D4,10751
TBC1D5,13316
TBC1D7,2401
TBC1D8,7832
TBC1D8B,951
TBC1D9,13687
TBC1D9B,35508
TBCA,13120
TBCB,13907
TBCC,4699
TBCCD1,2605
TBCD,25740
TBCE,284
TBCEL,2526
TBCEL-TECTA,3
TBCK,3286
TBK1,6171
TBKBP1,3358
TBL1X,6230
TBL1XR1,19016
TBL1Y,118
TBL2,6209
TBL3,8832
TBP,2944
TBPL1,1785
TBPL2,2
TBR1,12
TBRG1,8492
TBRG4,10835
TBX1,1899
TBX10,7
TBX15,453
TBX18,447
TBX19,678
TBX2,1582
TBX20,17
TBX21,1857
TBX22,0
TBX3,2458
TBX4,29
TBX5,6
TBX6,1527
TBXA2R,204
TBXAS1,2944
TBXT,0
TC2N,19411
TCAF1,3485
TCAF2,3445
TCAF2C,18
TCAIM,3436
TCAP,609
TCEA1,16699
TCEA2,4613
TCEA3,4979
TCEAL1,1095
TCEAL2,141
TCEAL3,1780
TCEAL4,5845
TCEAL5,15
TCEAL6,66
TCEAL7,76
TCEAL8,4536
TCEAL9,4539
TCEANC,838
TCEANC2,3726
TCERG1,15204
TCERG1L,524
TCF12,9866
TCF15,15
TCF19,6513
TCF20,16010
TCF21,3
TCF23,1
TCF24,17
TCF25,21329
TCF3,20736
TCF4,14133
TCF7,12673
TCF7L1,4067
TCF7L2,3407
TCFL5,1812
TCHH,355
TCHHL1,4
TCHP,6096
TCIM,21442
TCIRG1,32151
TCL1A,1088
TCL1B,0
TCN1,780
TCN2,7338
TCOF1,17168
TCP1,23401
TCP10L,1
TCP10L2,18
TCP11,544
TCP11L1,2639
TCP11L2,2642
TCP11X1,0
TCP11X2,0
TCTA,4743
TCTE1,40
TCTN1,2354
TCTN2,2100
TCTN3,5603
TDG,6274
TDGF1,13
TDGF1P3,0
TDO2,831
TDP1,5135
TDP2,6542
TDRD1,23
TDRD10,324
TDRD12,5760
TDRD15,22
TDRD3,4232
TDRD5,1097
TDRD6,86
TDRD7,4962
TDRD9,4131
TDRKH,2150
TDRP,5333
TEAD1,9137
TEAD2,12777
TEAD3,9537
TEAD4,2586
TEC,1441
TECPR1,9771
TECPR2,5883
TECR,35709
TECRL,8
TECTA,130
TECTB,1
TEDC1,3279
TEDC2,1584
TEDDM1,0
TEF,6922
TEFM,1519
TEK,1382
TEKT1,86
TEKT2,389
TEKT3,42
TEKT4,57
TEKT5,54
TELO2,14566
TEN1,10
TEN1-CDK3,249
TENM1,201
TENM2,4897
TENM3,1575
TENM4,5025
TENT2,10756
TENT4A,10321
TENT4B,4006
TENT5A,3937
TENT5B,14238
TENT5C,20722
TENT5D,0
TEP1,15874
TEPP,64
TEPSIN,8574
TERB1,12
TERB2,0
TERF1,6653
TERF2,5715
TERF2IP,14045
TERT,101
TES,12617
TESC,1389
TESK1,7316
TESK2,1960
TESMIN,639
TESPA1,3024
TET1,431
TET2,10270
TET3,12403
TEX10,4305
TEX101,241
TEX11,69
TEX12,7
TEX13A,0
TEX13B,224
TEX13C,1
TEX13D,3
TEX14,139
TEX15,2502
TEX19,5
TEX2,6758
TEX22,225
TEX26,6
TEX261,10809
TEX264,8689
TEX28,0
TEX29,113
TEX30,1291
TEX33,0
TEX35,18
TEX36,1
TEX37,1
TEX38,2
TEX43,1
TEX44,0
TEX45,85
TEX46,26
TEX47,0
TEX48,4
TEX49,1
TEX50,0
TEX51,0
TEX52,0
TEX53,0
TEX54,1
TEX55,13
TEX9,1142
TF,4252
TFAM,6623
TFAP2A,10158
TFAP2B,69
TFAP2C,5644
TFAP2D,0
TFAP2E,489
TFAP4,3396
TFB1M,1430
TFB2M,2983
TFCP2,7569
TFCP2L1,5125
TFDP1,17302
TFDP2,10168
TFDP3,1
TFE3,12979
TFEB,6883
TFEC,3041
TFF1,9
TFF2,4
TFF3,713
TFG,25177
TFIP11,7651
TFPI,10308
TFPI2,309
TFPT,4637
TFR2,582
TFRC,37633
TG,749
TGDS,1717
TGFA,6292
TGFB1,24579
TGFB1I1,1532
TGFB2,520
TGFB3,8007
TGFBI,21660
TGFBR1,10447
TGFBR2,23765
TGFBR3,4789
TGFBR3L,87
TGFBRAP1,7511
TGIF1,9313
TGIF2,10264
TGIF2-RAB5IF,0
TGIF2LX,0
TGIF2LY,0
TGM1,82690
TGM2,28906
TGM3,1847
TGM4,4
TGM5,2755
TGM6,176
TGM7,93
TGOLN2,38693
TGS1,9305
TH,12
THADA,6299
THAP1,1701
THAP10,417
THAP11,5153
THAP12,9683
THAP2,1041
THAP3,2681
THAP4,6786
THAP5,3508
THAP6,2530
THAP7,5494
THAP8,943
THAP9,1011
THBD,11827
THBS1,24075
THBS2,4256
THBS3,5048
THBS4,656
THEG,5
THEGL,17
THEM4,3892
THEM5,163
THEM6,7518
THEMIS,2320
THEMIS2,11434
THG1L,3781
THNSL1,1189
THNSL2,1048
THOC1,7620
THOC2,13629
THOC3,9526
THOC5,4899
THOC6,5491
THOC7,7190
THOP1,9309
THPO,33
THRA,8146
THRAP3,30349
THRB,571
THRSP,0
THSD1,1339
THSD4,5798
THSD7A,725
THSD7B,59
THSD8,20
THTPA,1265
THUMPD1,9742
THUMPD2,1513
THUMPD3,7224
THY1,11663
THYN1,6109
TIA1,14245
TIAF1,719
TIAL1,18030
TIAM1,12877
TIAM2,895
TICAM1,8882
TICAM2,119
TICRR,4092
TIE1,5538
TIFA,5206
TIFAB,1412
TIGAR,1510
TIGD1,908
TIGD2,2077
TIGD3,169
TIGD4,26
TIGD5,3880
TIGD6,1131
TIGD7,1540
TIGIT,10224
TIMD4,113
TIMELESS,12985
TIMM10,3597
TIMM10B,5420
TIMM13,9625
TIMM17A,6694
TIMM17B,6251
TIMM21,4494
TIMM22,3263
TIMM23,7749
TIMM23B,717
TIMM23B-AGAP6,183
TIMM29,2612
TIMM44,8039
TIMM50,12372
TIMM8A,1576
TIMM8B,6367
TIMM9,2894
TIMMDC1,11510
TIMP1,28425
TIMP2,25026
TIMP3,16473
TIMP4,53
TINAG,2
TINAGL1,10259
TINCR,4217
TINF2,15566
TIPARP,7964
TIPIN,1391
TIPRL,8248
TIRAP,2008
TJAP1,6401
TJP1,20906
TJP2,861
TJP3,6351
TK1,9357
TK2,4222
TKFC,7393
TKT,41506
TKTL1,19
TKTL2,1
TLCD1,2386
TLCD2,3680
TLCD3A,8288
TLCD3B,89
TLCD4,437
TLCD4-RWDD3,12
TLCD5,375
TLDC2,117
TLE1,7073
TLE2,1898
TLE3,24795
TLE4,6733
TLE5,62252
TLE6,117
TLE7,6
TLK1,9814
TLK2,7346
TLL1,511
TLL2,98
TLN1,70108
TLN2,2061
TLNRD1,7398
TLR1,5275
TLR10,9171
TLR2,6280
TLR3,2339
TLR4,3926
TLR5,3100
TLR6,3307
TLR7,1674
TLR8,1756
TLR9,0
TLX1,11
TLX2,187
TLX3,942
TM2D1,3376
TM2D2,6946
TM2D3,6036
TM4SF1,21620
TM4SF18,1109
TM4SF19,58
TM4SF19-DYNLT2B,0
TM4SF20,6
TM4SF4,1
TM4SF5,2
TM6SF1,559
TM6SF2,5
TM7SF2,8985
TM7SF3,15385
TM9SF1,837
TM9SF2,29617
TM9SF3,24089
TM9SF4,24358
TMA16,3504
TMA7,24588
TMBIM1,40816
TMBIM4,1517
TMBIM6,108207
TMC1,250
TMC2,9
TMC3,6
TMC4,9347
TMC5,1278
TMC6,47229
TMC7,199
TMC8,36695
TMCC1,5369
TMCC2,572
TMCC3,2704
TMCO1,15305
TMCO2,11
TMCO3,4960
TMCO4,5924
TMCO5A,0
TMCO6,2929
TMDD1,12
TMED1,4238
TMED10,45552
TMED2,34633
TMED3,16341
TMED4,13926
TMED5,7150
TMED6,26
TMED7,5624
TMED7-TICAM2,2
TMED8,6183
TMED9,35663
TMEFF1,0
TMEFF2,31
TMEM100,225
TMEM101,4986
TMEM102,2108
TMEM104,5153
TMEM106A,1940
TMEM106B,7241
TMEM106C,7186
TMEM107,1633
TMEM108,409
TMEM109,25452
TMEM11,4056
TMEM114,20
TMEM115,7099
TMEM116,2309
TMEM117,1785
TMEM119,3086
TMEM120A,5462
TMEM120B,3271
TMEM121,333
TMEM121B,128
TMEM123,36025
TMEM125,736
TMEM126A,2817
TMEM126B,3961
TMEM127,21168
TMEM128,2778
TMEM129,8752
TMEM130,82
TMEM131,21645
TMEM131L,10245
TMEM132A,13435
TMEM132B,5653
TMEM132C,547
TMEM132D,3
TMEM132E,79
TMEM134,9635
TMEM135,2169
TMEM138,6178
TMEM139,94
TMEM140,4008
TMEM141,2654
TMEM143,1638
TMEM144,1427
TMEM145,267
TMEM147,9612
TMEM14A,2652
TMEM14B,4935
TMEM14C,11141
TMEM150A,1872
TMEM150B,780
TMEM150C,5921
TMEM151A,37
TMEM151B,13
TMEM154,13347
TMEM156,1807
TMEM158,731
TMEM160,2680
TMEM161A,3931
TMEM161B,4178
TMEM163,1597
TMEM164,8235
TMEM165,14836
TMEM167A,15209
TMEM167B,6506
TMEM168,8666
TMEM169,123
TMEM17,757
TMEM170A,3394
TMEM170B,783
TMEM171,1793
TMEM174,0
TMEM175,8900
TMEM176A,10491
TMEM176B,17589
TMEM177,1426
TMEM178A,145
TMEM178B,7302
TMEM179,0
TMEM179B,7532
TMEM18,3831
TMEM181,6163
TMEM182,859
TMEM183A,11368
TMEM184A,18116
TMEM184B,10979
TMEM184C,6431
TMEM185A,3400
TMEM185B,14301
TMEM186,1872
TMEM187,1289
TMEM19,6827
TMEM190,71
TMEM191B,82
TMEM191C,227
TMEM192,4485
TMEM196,4
TMEM198,554
TMEM199,3182
TMEM200A,2307
TMEM200B,464
TMEM200C,808
TMEM201,4420
TMEM202,0
TMEM203,5168
TMEM204,3490
TMEM205,6307
TMEM207,0
TMEM208,5122
TMEM209,5373
TMEM210,1
TMEM211,0
TMEM212,14
TMEM213,0
TMEM214,13282
TMEM215,4
TMEM216,2284
TMEM217,264
TMEM218,2523
TMEM219,11770
TMEM220,877
TMEM221,31
TMEM222,8254
TMEM223,1733
TMEM225,2
TMEM225B,83
TMEM229A,1
TMEM229B,2565
TMEM230,18223
TMEM231,932
TMEM232,124
TMEM233,69
TMEM234,1905
TMEM235,1
TMEM236,75
TMEM237,4683
TMEM238,606
TMEM238L,3
TMEM239,0
TMEM240,92
TMEM241,2694
TMEM242,2196
TMEM243,3224
TMEM244,14
TMEM245,11353
TMEM247,0
TMEM248,17686
TMEM249,20
TMEM25,1709
TMEM250,13186
TMEM251,1067
TMEM252,3
TMEM253,136
TMEM254,5893
TMEM255A,674
TMEM255B,1635
TMEM256,698
TMEM256-PLSCR3,18
TMEM258,6207
TMEM259,52925
TMEM26,334
TMEM260,4034
TMEM262,21
TMEM263,3958
TMEM265,1
TMEM266,97
TMEM267,2011
TMEM268,5918
TMEM269,34
TMEM270,14
TMEM271,16
TMEM272,48
TMEM273,4097
TMEM275,7
TMEM30A,33216
TMEM30B,9224
TMEM31,14
TMEM33,11526
TMEM35A,549
TMEM35B,0
TMEM37,2722
TMEM38A,1255
TMEM38B,2034
TMEM39A,5782
TMEM39B,3502
TMEM40,12895
TMEM41A,6428
TMEM41B,6755
TMEM42,2201
TMEM43,15761
TMEM44,1308
TMEM45A,5811
TMEM45B,5792
TMEM47,1992
TMEM50A,20564
TMEM50B,7595
TMEM51,4477
TMEM52,206
TMEM52B,25
TMEM53,1129
TMEM54,9968
TMEM59,36388
TMEM59L,12
TMEM60,1820
TMEM61,44
TMEM62,2836
TMEM63A,9002
TMEM63B,9213
TMEM63C,1382
TMEM64,5248
TMEM65,4842
TMEM67,2198
TMEM68,4415
TMEM69,5049
TMEM70,6251
TMEM71,1236
TMEM72,11
TMEM74,223
TMEM74B,435
TMEM79,19883
TMEM80,4840
TMEM81,273
TMEM82,20
TMEM86A,1294
TMEM86B,517
TMEM87A,15523
TMEM87B,7975
TMEM88,402
TMEM88B,432
TMEM89,15
TMEM8B,2130
TMEM9,6928
TMEM91,1011
TMEM92,64
TMEM94,15646
TMEM95,3
TMEM97,2969
TMEM98,1529
TMEM9B,9492
TMF1,9504
TMIE,138
TMIGD1,0
TMIGD2,446
TMIGD3,184
TMLHE,1308
TMOD1,729
TMOD2,2457
TMOD3,27056
TMOD4,226
TMPO,21895
TMPPE,592
TMPRSS11A,10117
TMPRSS11B,29459
TMPRSS11D,19530
TMPRSS11E,16944
TMPRSS11F,1688
TMPRSS12,13
TMPRSS13,3321
TMPRSS15,1
TMPRSS2,4243
TMPRSS3,368
TMPRSS4,27343
TMPRSS5,151
TMPRSS6,128
TMPRSS7,6
TMPRSS9,1
TMSB10,199889
TMSB15A,347
TMSB15B,252
TMSB4X,292014
TMSB4Y,319
TMTC1,2012
TMTC2,5582
TMTC3,8049
TMTC4,2292
TMUB1,7967
TMUB2,9396
TMX1,8007
TMX2,11081
TMX3,12363
TMX4,11139
TNC,44759
TNF,1952
TNFAIP1,17337
TNFAIP2,124469
TNFAIP3,27266
TNFAIP6,618
TNFAIP8,13760
TNFAIP8L1,5444
TNFAIP8L2,1314
TNFAIP8L3,1061
TNFRSF10A,7167
TNFRSF10B,32767
TNFRSF10C,111
TNFRSF10D,4783
TNFRSF11A,3692
TNFRSF11B,1131
TNFRSF12A,3066
TNFRSF13B,3727
TNFRSF13C,6594
TNFRSF14,32808
TNFRSF17,2762
TNFRSF18,4369
TNFRSF19,2556
TNFRSF1A,22102
TNFRSF1B,23474
TNFRSF21,19614
TNFRSF25,10864
TNFRSF4,4174
TNFRSF6B,0
TNFRSF8,1141
TNFRSF9,3676
TNFSF10,34100
TNFSF11,777
TNFSF12,3038
TNFSF12-TNFSF13,0
TNFSF13,1458
TNFSF13B,4001
TNFSF14,2019
TNFSF15,3054
TNFSF18,186
TNFSF4,815
TNFSF8,1944
TNFSF9,1089
TNIK,3215
TNIP1,53187
TNIP2,10902
TNIP3,1203
TNK1,3234
TNK2,20030
TNKS,14735
TNKS1BP1,41981
TNKS2,15283
TNMD,11
TNN,23
TNNC1,568
TNNC2,234
TNNI1,667
TNNI2,626
TNNI3,18
TNNI3K,1
TNNT1,2038
TNNT2,148
TNNT3,1723
TNP1,0
TNP2,0
TNPO1,20103
TNPO2,22190
TNPO3,12955
TNR,114
TNRC18,29116
TNRC6A,15753
TNRC6B,10822
TNRC6C,6508
TNS1,17414
TNS2,8932
TNS3,20074
TNS4,17088
TNXB,12344
TOB1,16153
TOB2,11075
TOE1,2752
TOGARAM1,3641
TOGARAM2,718
TOLLIP,22435
TOM1,13817
TOM1L1,3553
TOM1L2,20028
TOMM20,28258
TOMM20L,43
TOMM22,9172
TOMM34,5758
TOMM40,17552
TOMM40L,2416
TOMM5,382
TOMM6,0
TOMM7,22079
TOMM70,14605
TOMT,0
TONSL,11347
TOP1,24396
TOP1MT,7472
TOP2A,25860
TOP2B,28828
TOP3A,10107
TOP3B,4585
TOPAZ1,4
TOPBP1,10478
TOPORS,4776
TOR1A,6730
TOR1AIP1,9466
TOR1AIP2,10402
TOR1B,6890
TOR2A,3094
TOR3A,12807
TOR4A,5149
TOX,1981
TOX2,1781
TOX3,11
TOX4,16821
TP53,17840
TP53AIP1,1515
TP53BP1,10043
TP53BP2,10187
TP53I11,10135
TP53I13,10105
TP53I3,2915
TP53INP1,17930
TP53INP2,20477
TP53RK,4370
TP53TG3,0
TP53TG3B,0
TP53TG3C,0
TP53TG3D,36
TP53TG3E,0
TP53TG3F,0
TP53TG5,20
TP63,26682
TP73,5525
TPBG,5925
TPBGL,143
TPCN1,13076
TPCN2,1864
TPD52,15531
TPD52L1,6424
TPD52L2,20279
TPD52L3,0
TPGS1,2330
TPGS2,13623
TPH1,299
TPH2,0
TPI1,89895
TPK1,1069
TPM1,6675
TPM2,5989
TPM3,66906
TPM4,92789
TPMT,5173
TPO,148
TPP1,19902
TPP2,8248
TPPP,4625
TPPP2,5
TPPP3,3504
TPR,38397
TPRA1,4656
TPRG1,4389
TPRG1L,16795
TPRKB,3199
TPRN,4359
TPRX1,0
TPSAB1,9005
TPSB2,3605
TPSD1,760
TPSG1,19
TPST1,2158
TPST2,7636
TPT1,369684
TPTE,0
TPTE2,121
TPTEP2-CSNK1E,0
TPX2,13234
TRA2A,15008
TRA2B,27411
TRABD,21645
TRABD2A,1394
TRABD2B,199
TRADD,7287
TRAF1,14210
TRAF2,15233
TRAF3,22129
TRAF3IP1,2353
TRAF3IP2,6423
TRAF3IP3,13538
TRAF4,14548
TRAF5,7887
TRAF6,5101
TRAF7,21989
TRAFD1,17940
TRAIP,1504
TRAK1,14091
TRAK2,7342
TRAM1,30740
TRAM1L1,81
TRAM2,9399
TRANK1,13445
TRAP1,21360
TRAPPC1,8842
TRAPPC10,10116
TRAPPC11,9143
TRAPPC12,8236
TRAPPC13,3689
TRAPPC14,6354
TRAPPC2,2586
TRAPPC2B,780
TRAPPC2L,5924
TRAPPC3,12531
TRAPPC3L,32
TRAPPC4,3640
TRAPPC5,185
TRAPPC6A,4665
TRAPPC6B,5200
TRAPPC8,11318
TRAPPC9,9468
TRARG1,38
TRAT1,1842
TRDMT1,1395
TRDN,187
TREH,69
TREM1,802
TREM2,810
TREML1,370
TREML2,1092
TREML4,0
TRERF1,6197
TREX1,0
TREX2,618
TRH,4
TRHDE,92
TRHR,5
TRIAP1,4347
TRIB1,28240
TRIB2,12953
TRIB3,2454
TRIL,546
TRIM10,6
TRIM11,6891
TRIM13,5747
TRIM14,19593
TRIM15,6
TRIM16,9815
TRIM17,272
TRIM2,6614
TRIM21,7327
TRIM22,37571
TRIM23,2288
TRIM24,5543
TRIM25,20973
TRIM26,17234
TRIM27,13086
TRIM28,72968
TRIM29,137415
TRIM3,2977
TRIM31,50
TRIM32,2772
TRIM33,10697
TRIM34,31
TRIM35,9167
TRIM36,257
TRIM37,5493
TRIM38,13792
TRIM39,2890
TRIM39-RPP21,0
TRIM4,8203
TRIM40,2
TRIM41,13993
TRIM42,1
TRIM43,242
TRIM43B,37
TRIM44,20234
TRIM45,1229
TRIM46,445
TRIM47,10774
TRIM48,0
TRIM49,3
TRIM49B,6
TRIM49C,1
TRIM49D1,0
TRIM49D2,0
TRIM5,4225
TRIM50,18
TRIM51,0
TRIM51GP,0
TRIM52,5416
TRIM54,55
TRIM55,50
TRIM56,30845
TRIM58,308
TRIM59,1961
TRIM6,587
TRIM6-TRIM34,0
TRIM60,0
TRIM61,185
TRIM62,3045
TRIM63,25
TRIM64,0
TRIM64B,0
TRIM64C,0
TRIM65,6449
TRIM66,6900
TRIM67,39
TRIM68,3818
TRIM69,13378
TRIM7,5005
TRIM71,36
TRIM72,84
TRIM73,251
TRIM74,226
TRIM75P,0
TRIM77,0
TRIM8,14319
TRIM9,182
TRIML1,8
TRIML2,7
TRIO,15367
TRIOBP,15211
TRIP10,21662
TRIP11,9189
TRIP12,35783
TRIP13,3102
TRIP4,5099
TRIP6,15772
TRIQK,2534
TRIR,35193
TRIT1,4040
TRMO,3246
TRMT1,9594
TRMT10A,1537
TRMT10B,1585
TRMT10C,4302
TRMT11,1846
TRMT112,17988
TRMT12,3132
TRMT13,2507
TRMT1L,3497
TRMT2A,9573
TRMT2B,5074
TRMT44,3284
TRMT5,3040
TRMT6,7179
TRMT61A,4941
TRMT61B,1530
TRMT9B,908
TRMU,5865
TRNAU1AP,4519
TRNP1,10153
TRNT1,2967
TRO,847
TROAP,3714
TRPA1,502
TRPC1,475
TRPC3,129
TRPC4,20
TRPC4AP,22330
TRPC5,1
TRPC5OS,3
TRPC6,343
TRPC7,0
TRPM1,11
TRPM2,2605
TRPM3,39
TRPM4,14251
TRPM5,30
TRPM6,1370
TRPM7,15631
TRPM8,17
TRPS1,6822
TRPT1,4352
TRPV1,526
TRPV2,4910
TRPV3,261
TRPV4,2319
TRPV5,21
TRPV6,1036
TRRAP,21071
TRUB1,3300
TRUB2,9120
TSACC,26
TSBP1,4
TSC1,10125
TSC2,26097
TSC22D1,38072
TSC22D2,5557
TSC22D3,54436
TSC22D4,18735
TSEN15,4694
TSEN2,2264
TSEN34,10879
TSEN54,7226
TSFM,128
TSG101,11860
TSGA10,699
TSGA10IP,23
TSGA13,0
TSHB,0
TSHR,93
TSHZ1,5822
TSHZ2,3070
TSHZ3,930
TSKS,205
TSKU,12374
TSLP,327
TSN,16252
TSNARE1,5145
TSNAX,4264
TSNAX-DISC1,10
TSNAXIP1,229
TSPAN1,9506
TSPAN10,711
TSPAN11,2778
TSPAN12,1053
TSPAN13,4636
TSPAN14,29619
TSPAN15,2972
TSPAN16,0
TSPAN17,14051
TSPAN18,1905
TSPAN19,25
TSPAN2,398
TSPAN3,21786
TSPAN31,5482
TSPAN32,891
TSPAN33,5403
TSPAN4,6683
TSPAN5,5248
TSPAN6,9175
TSPAN7,2022
TSPAN8,1172
TSPAN9,10257
TSPEAR,72
TSPO,28298
TSPO2,0
TSPOAP1,6003
TSPY1,0
TSPY10,0
TSPY2,0
TSPY3,0
TSPY4,0
TSPY8,0
TSPY9P,0
TSPYL1,15702
TSPYL2,7494
TSPYL4,4062
TSPYL5,3117
TSPYL6,0
TSR1,14867
TSR2,9383
TSR3,6805
TSSC4,6553
TSSK1B,2
TSSK2,2
TSSK3,93
TSSK4,2
TSSK6,514
TST,5510
TSTD1,3489
TSTD2,6023
TSTD3,516
TTBK1,257
TTBK2,3579
TTC1,10995
TTC12,2135
TTC13,5038
TTC14,8274
TTC16,867
TTC17,14976
TTC19,6455
TTC21A,1314
TTC21B,4787
TTC22,16883
TTC23,2960
TTC23L,145
TTC24,1830
TTC26,1577
TTC27,3146
TTC28,3437
TTC29,74
TTC3,29752
TTC30A,1627
TTC30B,1421
TTC31,6643
TTC32,1088
TTC33,2187
TTC34,274
